PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
A.C. Green,DAL,33,83,23,60,30.1,7.2,2.8,5.8,48.3,0,0.2,5,1.5,2.4,65,2.7,5.2,7.9,0.8,0.9,0.8,0.2,1.7,20.1,16,0,-4.2
Haywoode Workman,IND,31,4,1,3,20.1,5.5,2.8,5,55,0,0.8,0,0,0.3,0,1,0.8,1.8,2.8,1.3,0.8,0,2.5,12.7,0,0,-4.3
Jason Sasser,DAL,23,8,1,7,8.4,2.4,1.1,2.9,39.1,0.1,0.4,33.3,0,0,0,0.1,0.9,1,0.3,0.3,0.4,0,1.4,4.8,0,0,-4.3
Vernon Maxwell,SAS,31,72,18,54,28.8,12.9,4.7,12.6,37.5,1.6,5.2,30.9,1.9,2.5,74.4,0.4,1.8,2.2,2.1,1.7,1.2,0.3,2.3,21.5,0,0,-4.3
Carl Herrera,SAS,30,75,17,58,24.4,8,3.4,7.9,43.3,0,0.1,33.3,1.1,1.6,68.6,1.6,3,4.5,0.7,1.3,0.8,0.7,2.9,17.7,4,0,-4.4
Kenny Smith,DEN,32,48,16,32,15.9,6.3,2.1,5,42.3,1.2,2.8,43.7,0.8,0.9,86.7,0.1,0.8,0.9,2.4,1.5,0.4,0,0.6,10.7,0,0,-4.4
Reggie Williams,NJN,33,13,3,10,15.3,5.8,2.2,5.8,38.2,0.7,2.6,26.5,0.7,0.9,75,0.4,2,2.4,0.8,0.9,0.6,0.3,2.5,11.7,0,0,-4.4
George Lynch,VAN,26,41,8,33,25.8,8.3,3.3,7.1,47.1,0.2,0.8,25.8,1.5,2.4,61.9,2.4,4,6.4,1.9,1.6,1.5,0.4,2.4,23.1,5,0,-4.4
Nate Driggers,BOS,23,15,3,12,8.9,2.4,0.9,2.9,30.2,0,0.6,0,0.7,0.9,71.4,0.8,0.7,1.5,0.4,0.4,0.2,0.1,0.7,5.4,0,0,-4.5
Sean Elliott,SAS,29,39,11,28,35.7,14.9,5,11.9,42.2,1.1,3.2,33.3,3.8,5,75.5,1.2,3.6,4.9,3.2,2.3,0.6,0.6,2.7,26.9,2,0,-4.5
Brian Shaw,ORL,31,77,41,36,24.3,7.2,2.5,6.7,36.6,0.8,2.5,32.5,1.4,1.8,79.3,0.6,1.9,2.5,4.1,2.2,0.9,0.3,2.6,17.8,2,0,-4.5
Malik Sealy,LAC,27,80,35,45,30.8,13.5,4.7,11.8,39.6,1,2.8,35.6,3.2,3.6,87.6,0.7,2.2,3,2.1,1.9,1.6,0.6,2.3,24.6,0,0,-4.5
Vinny Del Negro,SAS,30,72,16,56,31.2,12.3,5.1,10.8,46.7,0.6,1.9,31.4,1.6,1.8,86.8,0.5,2.4,2.9,3.2,1.3,0.8,0.1,1.8,22.1,0,0,-4.7
Rick Fox,BOS,27,76,14,62,34.8,15.4,5.7,12.5,45.6,1.3,3.7,36.3,2.7,3.5,78.7,1.5,3.7,5.2,3.8,2.3,2.2,0.5,3.7,33.1,4,0,-4.7
Greg Anthony,VAN,29,65,9,56,28.6,9.5,3.1,7.8,39.3,1.4,3.7,37,2,2.7,73,0.4,2.4,2.8,6.3,2,2,0.1,1.9,26.5,5,0,-4.8
Avery Johnson,SAS,32,76,19,57,32.5,10.5,4.3,9,47.7,0.1,0.3,23.1,1.8,2.7,69,0.4,1.5,1.9,6.8,1.9,1.3,0.2,2.1,25.4,11,0,-4.9
Robert Pack,DAL,28,54,12,42,33,14.3,5,12.8,39.2,0.6,2.1,27.7,3.6,4.5,80.7,0.5,2.2,2.7,8.4,4,1.7,0.1,2.6,31.6,13,0,-5
Antonio McDyess,DEN,22,74,19,55,34.7,18.3,7.2,15.6,46.3,0.1,0.5,17.1,3.7,5.2,70.8,2.1,5.2,7.3,1.4,2.7,0.9,1.7,3.7,34.1,19,0,-5
Loy Vaught,LAC,29,82,36,46,34.6,14.9,6.6,13.2,50,0,0.1,16.7,1.6,2.3,70.9,2.7,7.3,10,1.3,1.7,1,0.3,2.9,31.2,43,0,-5.1
Blue Edwards,VAN,31,61,9,52,23.5,7.8,3,7.5,39.7,0.4,1.5,28.1,1.5,1.8,81.7,0.8,2.3,3.1,1.9,1.3,0.6,0.3,2.2,15.9,0,0,-5.1
Brad Lohaus,TOR,32,6,1,5,7.4,1.7,0.7,2.5,26.7,0.3,1.2,28.6,0,0,0,0.2,1,1.2,0.2,0.2,0.2,0,1,3.7,0,0,-5.2
Lee Mayberry,VAN,27,80,14,66,24.5,5.1,1.9,4.6,40.3,1,2.8,37.6,0.4,0.6,63,0.4,1.3,1.7,4.1,1.1,0.8,0.1,2,14.7,2,0,-5.2
Eric Williams,BOS,24,72,13,59,33.8,15,5.2,11.4,45.6,0,0.1,25,4.6,6.1,75.2,1.7,2.8,4.6,1.8,1.9,1,0.2,3,24.7,3,0,-5.3
Jerry Stackhouse,PHI,22,81,22,59,39.1,20.7,6.6,16.1,40.7,1.3,4.2,29.8,6.3,8.2,76.6,1.9,2.2,4.2,3.1,3.9,1.1,0.8,2.7,32.3,1,0,-5.4
David Wesley,BOS,26,74,13,61,40.4,16.8,6.2,13.2,46.8,1.4,3.9,36,3,3.9,78.1,0.9,2.7,3.6,7.3,2.9,2.2,0.2,3,36.2,15,0,-5.5
Greg Anderson,SAS,33,82,20,62,20.3,3.9,1.6,3.2,49.6,0,0,0,0.8,1.1,66.7,1.9,3.5,5.5,0.4,0.9,0.8,0.8,2.7,15,4,0,-5.5
Kevin Duckworth,LAC,33,26,10,16,14.7,4,1.7,4,43.7,0.1,0.2,75,0.4,0.6,68.8,0.9,1.4,2.3,0.6,1.3,0.3,0.4,2.4,8.7,0,0,-5.6
Jim Jackson,NJN,26,77,26,51,36.8,15.9,5.8,13.4,43.1,1.1,3.2,34.8,3.3,4,81.3,1.7,3.6,5.3,4.1,2.7,1.1,0.4,2.5,30.4,7,2,-5.7
Allen Iverson,PHI,22,76,20,56,40,23.5,8.2,19.8,41.6,2,6,34.1,5,7.2,70.2,1.5,2.6,4.1,7.5,4.4,2.1,0.3,3.1,42.3,19,0,-5.8
Moochie Norris,VAN,23,8,2,6,10.9,1.5,0.5,2.8,18.2,0.3,1.3,20,0.3,0.6,40,0.4,1.1,1.5,2.9,0.6,0.5,0,0.6,8.5,0,0,-5.9
Jayson Williams,NJN,29,41,12,29,34.9,13.4,5.4,13.2,40.9,0,0.1,0,2.6,4.5,59,5.9,7.6,13.5,1.2,2,0.6,0.9,3.9,33.9,24,0,-5.9
Dale Ellis,DEN,36,82,21,61,35.9,16.6,5.8,14,41.4,2.3,6.4,36.4,2.6,3.2,81.7,1.2,2.4,3.6,2,1.8,0.7,0.1,2.2,24.6,1,0,-6
Dell Demps,ORL,27,2,0,2,4.6,1,0,1.5,0,0,0.5,0,1,1,100,0,0,0,0,0,0.5,0,0.5,2.5,0,0,-6
Clar. Weatherspoon,PHI,26,82,22,60,36,12.2,4.9,9.9,49.1,0,0.1,16.7,2.5,3.4,73.8,2.7,5.6,8.3,1.7,1.7,0.9,1,2.3,28.9,22,0,-6
Roy Rogers,VAN,23,82,14,68,22.6,6.6,3,5.9,50.5,0,0,100,0.7,1.1,57.4,1.7,3,4.7,0.6,1,0.3,2,2.6,18.8,2,0,-6
Anthony Peeler,VAN,27,72,12,60,31.8,14.5,5.6,14,39.8,1.8,4.8,37.3,1.5,1.8,82,0.8,2.7,3.4,3.6,2.2,1.5,0.2,2.3,26.8,1,0,-6.3
Dominique Wilkins,SAS,37,63,14,49,30.9,18.2,6.3,15.1,41.7,1.1,3.8,29.3,4.5,5.6,80.3,2.7,3.7,6.4,1.9,2.1,0.6,0.5,1.6,29.9,10,0,-6.4
Antoine Walker,BOS,20,82,15,67,36.2,17.5,7,16.5,42.6,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,2.8,1.3,0.6,3.3,36.1,33,2,-6.8
Frank Brickowski,BOS,37,17,5,12,15,4.8,1.9,4.3,43.8,0.4,1.2,35,0.6,0.8,71.4,0.4,1.6,2,0.9,1.1,0.3,0.2,2.5,9,0,0,-7
Bryant Reeves,VAN,24,75,14,61,37,16.2,6.6,13.7,48.6,0,0.1,9.1,2.9,4.1,70.4,2.3,5.8,8.1,2.1,2.3,0.4,0.9,3.6,30.6,23,0,-7.1
Devin Gray,SAS,25,6,3,3,8.2,3,1.3,4.3,30.8,0,0,0,0.3,0.8,40,1,1.3,2.3,0.3,0.8,0.7,0,1.8,7.5,0,0,-7.3
Shareef Abdur-Rahim,VAN,20,80,13,67,35,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,2.8,1,1,2.5,33.4,16,1,-7.5
Ennis Whatley,POR,34,3,0,3,7,1.3,0.7,1.3,50,0,0,0,0,0,0,0,1,1,1,0.3,0,0,1.7,3.7,0,0,-8
Jimmy King,DEN,23,2,0,2,10.8,3,1,3,33.3,0,0,0,1,2,50,1,0,1,1,0.5,1.5,0,1,9.7,0,0,-9
Jimmy Oliver,TOR,27,4,2,2,10.7,2.8,1,3.3,30.8,0.3,1.5,16.7,0.5,0.5,100,0.3,1,1.3,0.3,0.8,0.5,0,0.5,5.4,0,0,-9.5
,,,1,1,0,12,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,4.2,0,0,-12
Anthony Miller,ATL,25,1,0,1,13.7,0,0,5,0,0,0,0,0,0,0,2,5,7,0,0,0,0,2,8.4,0,0,-14
Elmore Spencer,SEA,27,1,1,0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,-15
